country,date,total_vaccinations,daily_vaccinations
Jersey,2021-03-03,,705.0
Jersey,2021-03-04,,740.0
Jersey,2021-03-05,,775.0
Jersey,2021-03-06,,810.0
Jersey,2021-03-07,39428.0,845.0
Kenya,2021-03-04,0.0,
Kenya,2021-03-05,,667.0
Kenya,2021-03-06,,667.0
Kenya,2021-03-07,,667.0
Kenya,2021-03-08,,667.0
Kenya,2021-03-09,,667.0
Kenya,2021-03-10,4000.0,667.0
Kenya,2021-03-11,,755.0
Kenya,2021-03-12,,844.0
Kenya,2021-03-13,,932.0
Kenya,2021-03-14,9144.0,1021.0
Kuwait,2021-03-01,,8810.0
Kuwait,2021-03-02,,8810.0
Kuwait,2021-03-03,,8810.0
Kuwait,2021-03-04,,8810.0
Kuwait,2021-03-05,,8810.0
Kuwait,2021-03-06,,8810.0
Kuwait,2021-03-07,,8810.0
Kuwait,2021-03-08,360000.0,8810.0
Latvia,2021-03-01,64603.0,2384.0
Latvia,2021-03-02,66775.0,2354.0
Latvia,2021-03-03,70860.0,2322.0
Latvia,2021-03-04,76802.0,2575.0
Latvia,2021-03-05,81590.0,2779.0
Latvia,2021-03-06,82356.0,2805.0
Latvia,2021-03-07,82430.0,2797.0
Latvia,2021-03-08,84079.0,2782.0
Latvia,2021-03-09,86416.0,2806.0
Latvia,2021-03-10,88873.0,2573.0
Latvia,2021-03-11,91468.0,2095.0
Latvia,2021-03-12,96253.0,2095.0
Latvia,2021-03-13,97104.0,2107.0
Latvia,2021-03-14,,2096.0
Lebanon,2021-03-01,45859.0,3975.0
Lebanon,2021-03-02,47625.0,3721.0
Lebanon,2021-03-03,54585.0,4170.0
Lebanon,2021-03-04,57474.0,3951.0
Lebanon,2021-03-05,60538.0,3650.0
Lebanon,2021-03-06,60740.0,3678.0
Lebanon,2021-03-07,61330.0,2962.0
Lebanon,2021-03-08,64007.0,2593.0
Lebanon,2021-03-09,64974.0,2478.0
Lebanon,2021-03-10,87216.0,4662.0
Lebanon,2021-03-11,91967.0,4928.0
Lebanon,2021-03-12,95888.0,5050.0
Liechtenstein,2021-03-01,,99.0
Liechtenstein,2021-03-02,,85.0
Liechtenstein,2021-03-03,2721.0,72.0
Liechtenstein,2021-03-04,,87.0
Liechtenstein,2021-03-05,,103.0
Liechtenstein,2021-03-06,,119.0
Liechtenstein,2021-03-07,3536.0,134.0
Lithuania,2021-03-01,246377.0,7233.0
Lithuania,2021-03-02,255634.0,7326.0
Lithuania,2021-03-03,267508.0,7358.0
Lithuania,2021-03-04,282686.0,7840.0
Lithuania,2021-03-05,296489.0,8390.0
Lithuania,2021-03-06,297113.0,8379.0
Lithuania,2021-03-07,297114.0,8321.0
Lithuania,2021-03-08,305983.0,8515.0
Lithuania,2021-03-09,317732.0,8871.0
Lithuania,2021-03-10,332983.0,9354.0
Lithuania,2021-03-11,334117.0,7347.0
Lithuania,2021-03-12,350780.0,7756.0
Lithuania,2021-03-13,352510.0,7914.0
Lithuania,2021-03-14,352533.0,7917.0
Luxembourg,2021-03-01,39121.0,1028.0
Luxembourg,2021-03-02,40460.0,1013.0
Luxembourg,2021-03-03,42118.0,1051.0
Luxembourg,2021-03-04,44171.0,1157.0
Luxembourg,2021-03-05,,1196.0
Luxembourg,2021-03-06,,1235.0
Luxembourg,2021-03-07,46709.0,1274.0
Luxembourg,2021-03-08,47515.0,1199.0
Luxembourg,2021-03-09,48961.0,1214.0
Luxembourg,2021-03-10,51457.0,1334.0
Luxembourg,2021-03-11,54865.0,1528.0
Macao,2021-03-01,15094.0,1628.0
Macao,2021-03-02,16044.0,1365.0
Macao,2021-03-03,17071.0,1112.0
Macao,2021-03-04,18098.0,1058.0
Macao,2021-03-05,19028.0,1007.0
Macao,2021-03-06,20218.0,1002.0
Macao,2021-03-07,21056.0,947.0
Macao,2021-03-08,21840.0,964.0
Macao,2021-03-09,22865.0,974.0
Macao,2021-03-10,24040.0,996.0
Macao,2021-03-11,25394.0,1042.0
Macao,2021-03-12,26440.0,1059.0
Macao,2021-03-13,27637.0,1060.0
Malaysia,2021-03-01,25252.0,4209.0
Malaysia,2021-03-02,53287.0,7612.0
Malaysia,2021-03-03,80336.0,11349.0
Malaysia,2021-03-04,99616.0,13975.0
Malaysia,2021-03-05,112914.0,15747.0
Malaysia,2021-03-06,127608.0,17718.0
Malaysia,2021-03-07,139720.0,17901.0
Malaysia,2021-03-08,166363.0,20159.0
Malaysia,2021-03-09,195923.0,20377.0
Malaysia,2021-03-10,223923.0,20512.0
Malaysia,2021-03-11,249909.0,21470.0
Malaysia,2021-03-12,275851.0,23277.0
Malaysia,2021-03-13,292104.0,23499.0
Maldives,2021-03-01,117115.0,5279.0
Maldives,2021-03-02,123665.0,5508.0
Maldives,2021-03-03,129424.0,5508.0
Maldives,2021-03-04,137124.0,5545.0
Maldives,2021-03-05,138827.0,5630.0
Maldives,2021-03-06,145768.0,5754.0
Maldives,2021-03-07,151643.0,5747.0
Maldives,2021-03-08,157813.0,5814.0
Maldives,2021-03-09,165675.0,6001.0
Maldives,2021-03-10,175456.0,6576.0
Maldives,2021-03-11,186930.0,7115.0
Maldives,2021-03-12,188436.0,7087.0
Maldives,2021-03-13,198206.0,7491.0
Maldives,2021-03-14,206114.0,7782.0
Malta,2021-03-01,81883.0,2221.0
Malta,2021-03-02,84129.0,2193.0
Malta,2021-03-03,86854.0,2185.0
Malta,2021-03-04,89946.0,2329.0
Malta,2021-03-05,92806.0,2378.0
Malta,2021-03-06,95899.0,2562.0
Malta,2021-03-07,97864.0,2606.0
Malta,2021-03-08,101776.0,2842.0
Malta,2021-03-09,105416.0,3041.0
Malta,2021-03-10,108971.0,3160.0
Malta,2021-03-11,113258.0,3330.0
Malta,2021-03-12,117121.0,3474.0
Malta,2021-03-13,120073.0,3453.0
Mexico,2021-03-01,2526863.0,113351.0
Mexico,2021-03-02,2583435.0,111754.0
Mexico,2021-03-03,2633580.0,104685.0
Mexico,2021-03-04,2676035.0,83889.0
Mexico,2021-03-05,2731900.0,65838.0
Mexico,2021-03-06,2765805.0,54628.0
Mexico,2021-03-07,2793106.0,48287.0
Mexico,2021-03-08,2849630.0,46110.0
Mexico,2021-03-09,3100868.0,73919.0
Mexico,2021-03-10,3488000.0,122060.0
Mexico,2021-03-11,3800000.0,160566.0
Mexico,2021-03-12,4005131.0,181890.0
Mexico,2021-03-13,4214294.0,206927.0
Mexico,2021-03-14,4339926.0,220974.0
Moldova,2021-03-05,3849.0,
Moldova,2021-03-06,,520.0
Moldova,2021-03-07,,520.0
Moldova,2021-03-08,,520.0
Moldova,2021-03-09,,520.0
Moldova,2021-03-10,6447.0,520.0
Moldova,2021-03-11,8116.0,711.0
Moldova,2021-03-12,9341.0,785.0
Moldova,2021-03-13,11431.0,1009.0
Mongolia,2021-03-01,,1232.0
Mongolia,2021-03-02,9531.0,1213.0
Mongolia,2021-03-03,,1327.0
Mongolia,2021-03-04,13200.0,1441.0
Mongolia,2021-03-05,,1404.0
Mongolia,2021-03-06,,1357.0
Mongolia,2021-03-07,,1450.0
Mongolia,2021-03-08,,1542.0
Mongolia,2021-03-09,20976.0,1635.0
Mongolia,2021-03-10,30446.0,2726.0
Mongolia,2021-03-11,48265.0,5009.0
Mongolia,2021-03-12,67489.0,7533.0
Mongolia,2021-03-13,84017.0,9672.0
Mongolia,2021-03-14,100000.0,11733.0
Montenegro,2021-03-01,1531.0,155.0
Montenegro,2021-03-02,,152.0
Montenegro,2021-03-03,1927.0,148.0
Montenegro,2021-03-04,,139.0
Montenegro,2021-03-05,2250.0,137.0
Montenegro,2021-03-06,2406.0,148.0
Montenegro,2021-03-07,,183.0
Montenegro,2021-03-08,3062.0,219.0
Montenegro,2021-03-09,,202.0
Montenegro,2021-03-10,,184.0
Montenegro,2021-03-11,,172.0
Montenegro,2021-03-12,3374.0,161.0
Montenegro,2021-03-13,,168.0
Montenegro,2021-03-14,3793.0,151.0
Morocco,2021-03-01,3801650.0,175138.0
Morocco,2021-03-02,3951325.0,183462.0
Morocco,2021-03-03,4105862.0,165274.0
Morocco,2021-03-04,4233129.0,147003.0
Morocco,2021-03-05,4377629.0,136191.0
Morocco,2021-03-06,4492557.0,127808.0
Morocco,2021-03-07,,121878.0
Morocco,2021-03-08,4613292.0,115949.0
Morocco,2021-03-09,4734200.0,111839.0
Morocco,2021-03-10,4934283.0,118346.0
Morocco,2021-03-11,5102685.0,124222.0
Morocco,2021-03-12,5394092.0,145209.0
Morocco,2021-03-13,5682508.0,169993.0
Netherlands,2021-03-01,,45260.0
Netherlands,2021-03-02,,44465.0
Netherlands,2021-03-03,,43669.0
Netherlands,2021-03-04,,42874.0
Netherlands,2021-03-05,,42078.0
Netherlands,2021-03-06,,41283.0
Netherlands,2021-03-07,1619839.0,40487.0
New Zealand,2021-03-01,,513.0
New Zealand,2021-03-02,,859.0
New Zealand,2021-03-03,9431.0,1204.0
New Zealand,2021-03-04,,1361.0
New Zealand,2021-03-05,,1518.0
New Zealand,2021-03-06,,1675.0
New Zealand,2021-03-07,,1833.0
New Zealand,2021-03-08,,1630.0
New Zealand,2021-03-09,,1427.0
New Zealand,2021-03-10,18000.0,1224.0
Northern Ireland,2021-03-01,572759.0,10508.0
Northern Ireland,2021-03-02,582881.0,10472.0
Northern Ireland,2021-03-03,596860.0,10519.0
Northern Ireland,2021-03-04,609798.0,10387.0
Northern Ireland,2021-03-05,619315.0,10146.0
Northern Ireland,2021-03-06,625144.0,10212.0
Northern Ireland,2021-03-07,631654.0,10437.0
Northern Ireland,2021-03-08,641121.0,9766.0
Northern Ireland,2021-03-09,648028.0,9307.0
Northern Ireland,2021-03-10,655643.0,8398.0
Northern Ireland,2021-03-11,664029.0,7747.0
Northern Ireland,2021-03-12,671514.0,7457.0
Northern Ireland,2021-03-13,677602.0,7494.0
Norway,2021-03-01,503768.0,15031.0
Norway,2021-03-02,517964.0,15501.0
Norway,2021-03-03,553222.0,15836.0
Norway,2021-03-04,587477.0,15587.0
Norway,2021-03-05,605573.0,15578.0
Norway,2021-03-06,606337.0,15597.0
Norway,2021-03-07,606428.0,15511.0
Norway,2021-03-08,611236.0,15353.0
Norway,2021-03-09,627316.0,15622.0
Norway,2021-03-10,664408.0,15884.0
Norway,2021-03-11,690657.0,14740.0
Oman,2021-03-01,,1867.0
Oman,2021-03-02,,1918.0
Oman,2021-03-03,,1918.0
Oman,2021-03-04,,1918.0
Oman,2021-03-05,,1918.0
Oman,2021-03-06,,1918.0
Oman,2021-03-07,,1918.0
Oman,2021-03-08,,1918.0
Oman,2021-03-09,94518.0,1918.0
Oman,2021-03-10,98168.0,2166.0
Panama,2021-03-01,122305.0,9442.0
Panama,2021-03-02,128132.0,9721.0
Panama,2021-03-03,132610.0,8862.0
Panama,2021-03-04,150411.0,8713.0
Panama,2021-03-05,166931.0,8609.0
Panama,2021-03-06,194715.0,11455.0
Panama,2021-03-07,208415.0,12965.0
Panama,2021-03-08,211751.0,12778.0
Panama,2021-03-09,214492.0,12337.0
Panama,2021-03-10,224765.0,13165.0
Panama,2021-03-11,233365.0,11851.0
Panama,2021-03-12,245177.0,11178.0
Panama,2021-03-13,252313.0,8228.0
Paraguay,2021-03-01,,151.0
Paraguay,2021-03-02,,127.0
Paraguay,2021-03-03,,102.0
Paraguay,2021-03-04,,78.0
Paraguay,2021-03-05,,78.0
Paraguay,2021-03-06,,78.0
Paraguay,2021-03-07,1775.0,78.0
Paraguay,2021-03-08,,77.0
Paraguay,2021-03-09,1925.0,77.0
Paraguay,2021-03-10,2861.0,199.0
Paraguay,2021-03-11,4356.0,402.0
Paraguay,2021-03-12,7156.0,791.0
Paraguay,2021-03-13,7579.0,840.0
Peru,2021-03-01,,
Peru,2021-03-02,323358.0,
Peru,2021-03-03,338574.0,2174.0
Peru,2021-03-04,364617.0,5894.0
Peru,2021-03-05,393103.0,9964.0
Peru,2021-03-06,406128.0,11824.0
Peru,2021-03-07,407739.0,12054.0
Peru,2021-03-08,426530.0,14739.0
Peru,2021-03-09,441665.0,16901.0
Peru,2021-03-10,452236.0,16237.0
Peru,2021-03-11,460082.0,13638.0
Peru,2021-03-12,475933.0,11833.0
Peru,2021-03-13,492488.0,12337.0
Philippines,2021-03-01,,1396.0
Philippines,2021-03-02,2793.0,1396.0
Philippines,2021-03-03,,2696.0
Philippines,2021-03-04,,3346.0
Philippines,2021-03-05,,3735.0
Philippines,2021-03-06,,3995.0
Philippines,2021-03-07,29266.0,4181.0
Philippines,2021-03-08,44000.0,6086.0
Philippines,2021-03-09,,10922.0
Philippines,2021-03-10,114500.0,15202.0
Poland,2021-03-01,3383426.0,89141.0
Poland,2021-03-02,,89473.0
Poland,2021-03-03,3619316.0,89805.0
Poland,2021-03-04,3791577.0,94476.0
Poland,2021-03-05,,85933.0
Poland,2021-03-06,3951104.0,92574.0
Poland,2021-03-07,,91652.0
Poland,2021-03-08,4004734.0,88758.0
Poland,2021-03-09,4086863.0,83642.0
Poland,2021-03-10,,88535.0
Poland,2021-03-11,4391256.0,85668.0
Poland,2021-03-12,4487273.0,87990.0
Poland,2021-03-13,4517537.0,80919.0
Portugal,2021-03-01,868951.0,26956.0
Portugal,2021-03-02,885109.0,27259.0
Portugal,2021-03-03,900831.0,25731.0
Portugal,2021-03-04,929133.0,25259.0
Portugal,2021-03-05,972183.0,25025.0
Portugal,2021-03-06,1012032.0,24878.0
Portugal,2021-03-07,1029189.0,23895.0
Portugal,2021-03-08,1033100.0,23450.0
Portugal,2021-03-09,1044091.0,22712.0
Portugal,2021-03-10,1055085.0,22036.0
Portugal,2021-03-11,1078763.0,21376.0
Portugal,2021-03-12,1113885.0,20243.0
Portugal,2021-03-13,1147575.0,19363.0
Portugal,2021-03-14,1163873.0,19241.0
Qatar,2021-03-01,,11000.0
Qatar,2021-03-02,,11000.0
Qatar,2021-03-03,,11000.0
Qatar,2021-03-04,,11000.0
Qatar,2021-03-05,,11000.0
Qatar,2021-03-06,,11000.0
Qatar,2021-03-07,327000.0,11000.0
Qatar,2021-03-08,,11952.0
Qatar,2021-03-09,,12905.0
Qatar,2021-03-10,380000.0,13857.0
Romania,2021-03-01,1565021.0,22276.0
Romania,2021-03-02,1603179.0,23535.0
Romania,2021-03-03,1641874.0,25032.0
Romania,2021-03-04,1685611.0,28386.0
Romania,2021-03-05,1732964.0,32419.0
Romania,2021-03-06,1781602.0,37124.0
Romania,2021-03-07,1826786.0,41988.0
Romania,2021-03-08,1870244.0,43603.0
Romania,2021-03-09,1918443.0,45038.0
Romania,2021-03-10,1969846.0,46853.0
Romania,2021-03-11,2019757.0,47735.0
Romania,2021-03-12,2069143.0,48026.0
Russia,2021-03-01,5238966.0,70472.0
Russia,2021-03-02,5249831.0,61957.0
Russia,2021-03-03,5489342.0,86105.0
Russia,2021-03-04,6010744.0,150524.0
Russia,2021-03-05,6301854.0,182043.0
Russia,2021-03-06,6583873.0,212264.0
Russia,2021-03-07,6655487.0,212428.0
Russia,2021-03-08,6669466.0,204357.0
Russia,2021-03-09,6694349.0,206360.0
Russia,2021-03-10,7048129.0,222684.0
Russia,2021-03-11,7273933.0,180456.0
Russia,2021-03-12,7448262.0,163773.0
Russia,2021-03-13,7639374.0,150786.0
Russia,2021-03-14,7698889.0,149057.0
Rwanda,2021-03-01,,4170.0
Rwanda,2021-03-02,,4170.0
Rwanda,2021-03-03,,4170.0
Rwanda,2021-03-04,,4170.0
Rwanda,2021-03-05,75056.0,4170.0
Rwanda,2021-03-06,158898.0,15552.0
Rwanda,2021-03-07,,17495.0
Rwanda,2021-03-08,,19439.0
Rwanda,2021-03-09,,21383.0
Rwanda,2021-03-10,230000.0,23326.0
Rwanda,2021-03-11,240000.0,24159.0
Rwanda,2021-03-12,,24278.0
Rwanda,2021-03-13,250000.0,13015.0
Rwanda,2021-03-14,254000.0,11047.0
Saint Lucia,2021-03-01,,131.0
Saint Lucia,2021-03-02,,131.0
Saint Lucia,2021-03-03,,131.0
Saint Lucia,2021-03-04,2094.0,131.0
San Marino,2021-03-01,275.0,120.0
San Marino,2021-03-02,580.0,182.0
San Marino,2021-03-03,883.0,212.0
San Marino,2021-03-04,1383.0,270.0
San Marino,2021-03-05,1880.0,308.0
San Marino,2021-03-06,2339.0,329.0
San Marino,2021-03-07,,338.0
San Marino,2021-03-08,2700.0,346.0
San Marino,2021-03-09,3065.0,355.0
San Marino,2021-03-10,3668.0,398.0
San Marino,2021-03-11,4284.0,414.0
San Marino,2021-03-12,4806.0,418.0
San Marino,2021-03-13,4832.0,356.0
Saudi Arabia,2021-03-01,,37896.0
Saudi Arabia,2021-03-02,885411.0,43018.0
Saudi Arabia,2021-03-03,1003287.0,57498.0
Saudi Arabia,2021-03-04,1194019.0,79205.0
Saudi Arabia,2021-03-05,1264878.0,89327.0
Saudi Arabia,2021-03-06,,84097.0
Saudi Arabia,2021-03-07,1332740.0,78868.0
Saudi Arabia,2021-03-08,1484935.0,93128.0
Saudi Arabia,2021-03-09,1640975.0,107938.0
Saudi Arabia,2021-03-10,1685881.0,97513.0
Saudi Arabia,2021-03-11,1823819.0,89971.0
Saudi Arabia,2021-03-12,2007232.0,106051.0
Saudi Arabia,2021-03-13,2082780.0,111996.0
Saudi Arabia,2021-03-14,2232110.0,128481.0
Scotland,2021-03-01,1718806.0,30052.0
Scotland,2021-03-02,1754429.0,30890.0
Scotland,2021-03-03,1788666.0,30861.0
Scotland,2021-03-04,1825869.0,31086.0
Scotland,2021-03-05,1857950.0,30803.0
Scotland,2021-03-06,1875680.0,29353.0
Scotland,2021-03-07,1893391.0,28993.0
Scotland,2021-03-08,1913063.0,27751.0
Scotland,2021-03-09,1941918.0,26784.0
Scotland,2021-03-10,1967233.0,25510.0
Scotland,2021-03-11,1994045.0,24025.0
Scotland,2021-03-12,2023373.0,23632.0
Scotland,2021-03-13,2048735.0,24722.0
Senegal,2021-03-01,35299.0,5043.0
Senegal,2021-03-02,39938.0,5694.0
Senegal,2021-03-03,45638.0,5936.0
Senegal,2021-03-04,52363.0,5802.0
Senegal,2021-03-05,62060.0,5774.0
Senegal,2021-03-06,64117.0,5495.0
Senegal,2021-03-07,65037.0,5431.0
Senegal,2021-03-08,66768.0,4496.0
Senegal,2021-03-09,68017.0,4011.0
Senegal,2021-03-10,68205.0,3224.0
Senegal,2021-03-11,,5262.0
Senegal,2021-03-12,,6876.0
Senegal,2021-03-13,131186.0,9581.0
Serbia,2021-03-01,1470606.0,29299.0
Serbia,2021-03-02,1501917.0,28798.0
Serbia,2021-03-03,1535274.0,27365.0
Serbia,2021-03-04,1576983.0,28730.0
Serbia,2021-03-05,1618754.0,32238.0
Serbia,2021-03-06,1650030.0,30996.0
Serbia,2021-03-07,1651293.0,30659.0
Serbia,2021-03-08,1704790.0,33455.0
Serbia,2021-03-09,1750533.0,35517.0
Serbia,2021-03-10,1792912.0,36805.0
Serbia,2021-03-11,1827340.0,35765.0
Serbia,2021-03-12,1897335.0,39797.0
Serbia,2021-03-13,1957065.0,43862.0
Serbia,2021-03-14,2007650.0,50908.0
Seychelles,2021-03-01,80131.0,1723.0
Seychelles,2021-03-02,,1418.0
Seychelles,2021-03-03,80863.0,1147.0
Seychelles,2021-03-04,81715.0,946.0
Seychelles,2021-03-05,,734.0
Seychelles,2021-03-06,,522.0
Seychelles,2021-03-07,,571.0
Seychelles,2021-03-08,84468.0,620.0
Seychelles,2021-03-09,,772.0
Seychelles,2021-03-10,87333.0,924.0
Seychelles,2021-03-11,88106.0,913.0
Singapore,2021-03-01,525039.0,15004.0
Singapore,2021-03-02,,14763.0
Singapore,2021-03-03,,14523.0
Singapore,2021-03-04,565000.0,14282.0
Singapore,2021-03-05,,13615.0
Singapore,2021-03-06,,12948.0
Singapore,2021-03-07,596000.0,12281.0
Singapore,2021-03-08,611314.0,12325.0
Slovakia,2021-03-01,464602.0,11258.0
Slovakia,2021-03-02,479874.0,11619.0
Slovakia,2021-03-03,493207.0,11654.0
Slovakia,2021-03-04,506259.0,11936.0
Slovakia,2021-03-05,519050.0,11908.0
Slovakia,2021-03-06,536403.0,13215.0
Slovakia,2021-03-07,545440.0,13711.0
Slovakia,2021-03-08,559157.0,13508.0
Slovakia,2021-03-09,569045.0,12739.0
Slovakia,2021-03-10,579640.0,12348.0
Slovakia,2021-03-11,596924.0,12952.0
Slovakia,2021-03-12,597182.0,11162.0
Slovakia,2021-03-13,620928.0,12075.0
Slovenia,2021-03-01,176134.0,4146.0
Slovenia,2021-03-02,178296.0,4242.0
Slovenia,2021-03-03,185566.0,4286.0
Slovenia,2021-03-04,196607.0,4326.0
Slovenia,2021-03-05,206718.0,4664.0
Slovenia,2021-03-06,208648.0,4807.0
Slovenia,2021-03-07,208649.0,4807.0
Slovenia,2021-03-08,210449.0,4902.0
Slovenia,2021-03-09,214593.0,5185.0
Slovenia,2021-03-10,224090.0,5503.0
Slovenia,2021-03-11,237682.0,5868.0
Slovenia,2021-03-12,250242.0,6218.0
Slovenia,2021-03-13,258024.0,7054.0
South Africa,2021-03-01,73047.0,7141.0
South Africa,2021-03-02,76037.0,6246.0
South Africa,2021-03-03,83570.0,5966.0
South Africa,2021-03-04,92029.0,5626.0
South Africa,2021-03-05,100180.0,5219.0
South Africa,2021-03-06,101573.0,4896.0
South Africa,2021-03-07,101573.0,4435.0
South Africa,2021-03-08,101841.0,4113.0
South Africa,2021-03-09,107054.0,4431.0
South Africa,2021-03-10,128887.0,6474.0
South Africa,2021-03-11,138014.0,6569.0
South Africa,2021-03-12,145215.0,6434.0
South Africa,2021-03-13,145544.0,6282.0
South Korea,2021-03-01,,13576.0
South Korea,2021-03-02,87428.0,17486.0
South Korea,2021-03-03,154421.0,25737.0
South Korea,2021-03-04,225853.0,32265.0
South Korea,2021-03-05,296380.0,39699.0
South Korea,2021-03-06,314656.0,42048.0
South Korea,2021-03-07,316865.0,42241.0
South Korea,2021-03-08,383346.0,47006.0
South Korea,2021-03-09,446941.0,51359.0
South Korea,2021-03-10,500635.0,49459.0
South Korea,2021-03-11,546277.0,45775.0
South Korea,2021-03-12,583658.0,41040.0
South Korea,2021-03-13,587884.0,39033.0
South Korea,2021-03-14,588958.0,38870.0
Spain,2021-03-01,3908734.0,106220.0
Spain,2021-03-02,4059320.0,110663.0
Spain,2021-03-03,4229092.0,113276.0
Spain,2021-03-04,4471577.0,123706.0
Spain,2021-03-05,,124505.0
Spain,2021-03-06,,125304.0
Spain,2021-03-07,4712191.0,126104.0
Spain,2021-03-08,4848648.0,134273.0
Spain,2021-03-09,4989505.0,132884.0
Spain,2021-03-10,5172106.0,134716.0
Spain,2021-03-11,5352767.0,125884.0
Sri Lanka,2021-03-01,509275.0,22132.0
Sri Lanka,2021-03-02,553821.0,26702.0
Sri Lanka,2021-03-03,599991.0,29503.0
Sri Lanka,2021-03-04,650991.0,35849.0
Sri Lanka,2021-03-05,699521.0,41841.0
Sri Lanka,2021-03-06,724278.0,40329.0
Sri Lanka,2021-03-07,729562.0,37602.0
Sri Lanka,2021-03-08,737062.0,32541.0
Sri Lanka,2021-03-09,743775.0,27136.0
Sri Lanka,2021-03-10,752098.0,21730.0
Sri Lanka,2021-03-11,759548.0,15508.0
Sri Lanka,2021-03-12,760765.0,8749.0
Sri Lanka,2021-03-13,770408.0,6590.0
Sri Lanka,2021-03-14,773011.0,6207.0
Sweden,2021-03-01,,19643.0
Sweden,2021-03-02,,18474.0
Sweden,2021-03-03,,17306.0
Sweden,2021-03-04,,16137.0
Sweden,2021-03-05,890291.0,14968.0
Sweden,2021-03-06,,15427.0
Sweden,2021-03-07,,15886.0
Sweden,2021-03-08,,17514.0
Sweden,2021-03-09,986389.0,19141.0
Sweden,2021-03-10,1010832.0,20829.0
Sweden,2021-03-11,1049986.0,24618.0
Sweden,2021-03-12,1093915.0,29089.0
Switzerland,2021-03-01,816594.0,19175.0
Switzerland,2021-03-02,827871.0,19158.0
Switzerland,2021-03-03,882579.0,19242.0
Switzerland,2021-03-04,895038.0,19509.0
Switzerland,2021-03-05,904983.0,19565.0
Switzerland,2021-03-06,906578.0,19559.0
Switzerland,2021-03-07,948826.0,20443.0
Switzerland,2021-03-08,958623.0,20290.0
Switzerland,2021-03-09,969730.0,20266.0
Switzerland,2021-03-10,1035004.0,21775.0
Thailand,2021-03-01,319.0,160.0
Thailand,2021-03-02,7262.0,2421.0
Thailand,2021-03-03,,2639.0
Thailand,2021-03-04,,2770.0
Thailand,2021-03-05,,2858.0
Thailand,2021-03-06,,2920.0
Thailand,2021-03-07,,3368.0
Thailand,2021-03-08,,3816.0
Thailand,2021-03-09,,3295.0
Thailand,2021-03-10,33621.0,3295.0
Thailand,2021-03-11,,3364.0
Thailand,2021-03-12,,3434.0
Thailand,2021-03-13,44963.0,3503.0
Tunisia,2021-03-12,0.0,
Tunisia,2021-03-13,743.0,743.0
Tunisia,2021-03-14,2076.0,1038.0
Turkey,2021-03-01,8774718.0,276774.0
Turkey,2021-03-02,9073640.0,254877.0
Turkey,2021-03-03,9317546.0,242550.0
Turkey,2021-03-04,9560038.0,225759.0
Turkey,2021-03-05,9756289.0,208212.0
Turkey,2021-03-06,9883607.0,195547.0
Turkey,2021-03-07,9917348.0,195639.0
Turkey,2021-03-08,10001980.0,175323.0
Turkey,2021-03-09,10222994.0,164193.0
Turkey,2021-03-10,10360283.0,148962.0
Turkey,2021-03-11,10502494.0,134637.0
Turkey,2021-03-12,10742277.0,140855.0
Turkey,2021-03-13,10923284.0,148525.0
Turkey,2021-03-14,10992095.0,153535.0
Uganda,2021-03-09,0.0,
Uganda,2021-03-10,,338.0
Uganda,2021-03-11,,338.0
Uganda,2021-03-12,1015.0,338.0
Uganda,2021-03-13,1215.0,304.0
Ukraine,2021-03-01,4905.0,949.0
Ukraine,2021-03-02,6888.0,1122.0
Ukraine,2021-03-03,9568.0,1344.0
Ukraine,2021-03-04,12481.0,1592.0
Ukraine,2021-03-05,15758.0,1815.0
Ukraine,2021-03-06,17037.0,1985.0
Ukraine,2021-03-07,17947.0,1989.0
Ukraine,2021-03-08,19118.0,2030.0
Ukraine,2021-03-09,23480.0,2370.0
Ukraine,2021-03-10,29378.0,2830.0
Ukraine,2021-03-11,38237.0,3679.0
Ukraine,2021-03-12,47541.0,4540.0
Ukraine,2021-03-13,51137.0,4871.0
Ukraine,2021-03-14,53155.0,5030.0
United Arab Emirates,2021-03-01,6028417.0,67232.0
United Arab Emirates,2021-03-02,6094956.0,60956.0
United Arab Emirates,2021-03-03,6168330.0,58124.0
United Arab Emirates,2021-03-04,6204004.0,51138.0
United Arab Emirates,2021-03-05,6235316.0,43145.0
United Arab Emirates,2021-03-06,6265860.0,35824.0
United Arab Emirates,2021-03-07,6273009.0,36078.0
United Arab Emirates,2021-03-08,6287751.0,37048.0
United Arab Emirates,2021-03-09,6325211.0,32894.0
United Arab Emirates,2021-03-10,6367861.0,28504.0
United Arab Emirates,2021-03-11,6407350.0,29049.0
United Arab Emirates,2021-03-12,6462887.0,32510.0
United Arab Emirates,2021-03-13,6516723.0,35838.0
United Arab Emirates,2021-03-14,6540912.0,38272.0
United Kingdom,2021-03-01,21322717.0,394821.0
United Kingdom,2021-03-02,21599027.0,383864.0
United Kingdom,2021-03-03,21946433.0,364840.0
United Kingdom,2021-03-04,22392883.0,354184.0
United Kingdom,2021-03-05,22887118.0,348037.0
United Kingdom,2021-03-06,23335514.0,349976.0
United Kingdom,2021-03-07,23519898.0,346947.0
United Kingdom,2021-03-08,23773959.0,350177.0
United Kingdom,2021-03-09,24064182.0,352165.0
United Kingdom,2021-03-10,24405231.0,351257.0
United Kingdom,2021-03-11,24759603.0,338103.0
United Kingdom,2021-03-12,25216857.0,332820.0
United Kingdom,2021-03-13,25781120.0,349372.0
United States,2021-03-01,76899987.0,1817502.0
