Unnamed: 0,Region,Country,City,Day,AvgTemperature
1724,Asia,Vietnam,Hanoi,15,78.6
1725,Asia,Vietnam,Hanoi,16,79.6
1726,Asia,Vietnam,Hanoi,17,82.6
1727,Asia,Vietnam,Hanoi,18,75.2
1728,Asia,Vietnam,Hanoi,19,67.0
1729,Asia,Vietnam,Hanoi,20,66.4
1730,Asia,Vietnam,Hanoi,21,64.5
1731,Asia,Vietnam,Hanoi,22,65.2
1732,Asia,Vietnam,Hanoi,23,61.6
1733,Asia,Vietnam,Hanoi,24,59.3
1734,Asia,Vietnam,Hanoi,25,59.3
1735,Asia,Vietnam,Hanoi,26,64.2
1736,Asia,Vietnam,Hanoi,27,66.6
1737,Asia,Vietnam,Hanoi,28,72.5
1738,Asia,Vietnam,Hanoi,29,72.3
1739,Asia,Vietnam,Hanoi,30,75.5
1740,Australia/South Pacific,Australia,Brisbane,1,69.9
1741,Australia/South Pacific,Australia,Brisbane,2,73.5
1742,Australia/South Pacific,Australia,Brisbane,3,73.1
1743,Australia/South Pacific,Australia,Brisbane,4,74.7
1744,Australia/South Pacific,Australia,Brisbane,5,74.8
1745,Australia/South Pacific,Australia,Brisbane,6,73.9
1746,Australia/South Pacific,Australia,Brisbane,7,70.7
1747,Australia/South Pacific,Australia,Brisbane,8,66.3
1748,Australia/South Pacific,Australia,Brisbane,9,67.3
1749,Australia/South Pacific,Australia,Brisbane,10,67.5
1750,Australia/South Pacific,Australia,Brisbane,11,67.4
1751,Australia/South Pacific,Australia,Brisbane,12,68.5
1752,Australia/South Pacific,Australia,Brisbane,13,68.9
1753,Australia/South Pacific,Australia,Brisbane,14,70.1
1754,Australia/South Pacific,Australia,Brisbane,15,70.9
1755,Australia/South Pacific,Australia,Brisbane,16,73.0
1756,Australia/South Pacific,Australia,Brisbane,17,73.0
1757,Australia/South Pacific,Australia,Brisbane,18,65.2
1758,Australia/South Pacific,Australia,Brisbane,19,67.1
1759,Australia/South Pacific,Australia,Brisbane,20,69.0
1760,Australia/South Pacific,Australia,Brisbane,21,68.1
1761,Australia/South Pacific,Australia,Brisbane,22,69.4
1762,Australia/South Pacific,Australia,Brisbane,23,71.1
1763,Australia/South Pacific,Australia,Brisbane,24,72.9
1764,Australia/South Pacific,Australia,Brisbane,25,74.2
1765,Australia/South Pacific,Australia,Brisbane,26,75.2
1766,Australia/South Pacific,Australia,Brisbane,27,75.4
1767,Australia/South Pacific,Australia,Brisbane,28,75.9
1768,Australia/South Pacific,Australia,Brisbane,29,73.1
1769,Australia/South Pacific,Australia,Brisbane,30,75.9
1770,Australia/South Pacific,Australia,Canberra,1,57.2
1771,Australia/South Pacific,Australia,Canberra,2,57.5
1772,Australia/South Pacific,Australia,Canberra,3,57.5
1773,Australia/South Pacific,Australia,Canberra,4,55.8
1774,Australia/South Pacific,Australia,Canberra,5,56.0
1775,Australia/South Pacific,Australia,Canberra,6,49.5
1776,Australia/South Pacific,Australia,Canberra,7,54.9
1777,Australia/South Pacific,Australia,Canberra,8,54.8
1778,Australia/South Pacific,Australia,Canberra,9,59.8
1779,Australia/South Pacific,Australia,Canberra,10,63.8
1780,Australia/South Pacific,Australia,Canberra,11,61.3
1781,Australia/South Pacific,Australia,Canberra,12,61.5
1782,Australia/South Pacific,Australia,Canberra,13,59.1
1783,Australia/South Pacific,Australia,Canberra,14,62.8
1784,Australia/South Pacific,Australia,Canberra,15,68.3
1785,Australia/South Pacific,Australia,Canberra,16,61.6
1786,Australia/South Pacific,Australia,Canberra,17,63.4
1787,Australia/South Pacific,Australia,Canberra,18,61.1
1788,Australia/South Pacific,Australia,Canberra,19,61.2
1789,Australia/South Pacific,Australia,Canberra,20,62.9
1790,Australia/South Pacific,Australia,Canberra,21,63.5
1791,Australia/South Pacific,Australia,Canberra,22,66.5
1792,Australia/South Pacific,Australia,Canberra,23,62.5
1793,Australia/South Pacific,Australia,Canberra,24,67.0
1794,Australia/South Pacific,Australia,Canberra,25,69.5
1795,Australia/South Pacific,Australia,Canberra,26,67.8
1796,Australia/South Pacific,Australia,Canberra,27,63.5
1797,Australia/South Pacific,Australia,Canberra,28,69.4
1798,Australia/South Pacific,Australia,Canberra,29,69.9
1799,Australia/South Pacific,Australia,Canberra,30,72.7
1800,Australia/South Pacific,Australia,Melbourne,1,64.1
1801,Australia/South Pacific,Australia,Melbourne,2,67.7
1802,Australia/South Pacific,Australia,Melbourne,3,70.5
1803,Australia/South Pacific,Australia,Melbourne,4,60.1
1804,Australia/South Pacific,Australia,Melbourne,5,63.9
1805,Australia/South Pacific,Australia,Melbourne,6,65.0
1806,Australia/South Pacific,Australia,Melbourne,7,63.1
1807,Australia/South Pacific,Australia,Melbourne,8,61.9
1808,Australia/South Pacific,Australia,Melbourne,9,65.9
1809,Australia/South Pacific,Australia,Melbourne,10,66.8
1810,Australia/South Pacific,Australia,Melbourne,11,67.0
1811,Australia/South Pacific,Australia,Melbourne,12,66.4
1812,Australia/South Pacific,Australia,Melbourne,13,65.2
1813,Australia/South Pacific,Australia,Melbourne,14,68.1
1814,Australia/South Pacific,Australia,Melbourne,15,71.7
1815,Australia/South Pacific,Australia,Melbourne,16,71.4
1816,Australia/South Pacific,Australia,Melbourne,17,72.1
1817,Australia/South Pacific,Australia,Melbourne,18,68.2
1818,Australia/South Pacific,Australia,Melbourne,19,68.1
1819,Australia/South Pacific,Australia,Melbourne,20,67.4
1820,Australia/South Pacific,Australia,Melbourne,21,67.6
1821,Australia/South Pacific,Australia,Melbourne,22,69.3
1822,Australia/South Pacific,Australia,Melbourne,23,72.9
1823,Australia/South Pacific,Australia,Melbourne,24,74.3
1824,Australia/South Pacific,Australia,Melbourne,25,74.1
1825,Australia/South Pacific,Australia,Melbourne,26,75.3
1826,Australia/South Pacific,Australia,Melbourne,27,72.2
1827,Australia/South Pacific,Australia,Melbourne,28,72.6
1828,Australia/South Pacific,Australia,Melbourne,29,73.7
1829,Australia/South Pacific,Australia,Melbourne,30,76.2
1830,Australia/South Pacific,Australia,Perth,1,71.2
1831,Australia/South Pacific,Australia,Perth,2,68.3
1832,Australia/South Pacific,Australia,Perth,3,68.5
1833,Australia/South Pacific,Australia,Perth,4,72.7
1834,Australia/South Pacific,Australia,Perth,5,73.4
1835,Australia/South Pacific,Australia,Perth,6,76.3
1836,Australia/South Pacific,Australia,Perth,7,81.1
1837,Australia/South Pacific,Australia,Perth,8,77.5
1838,Australia/South Pacific,Australia,Perth,9,74.7
1839,Australia/South Pacific,Australia,Perth,10,75.8
1840,Australia/South Pacific,Australia,Perth,11,83.1
1841,Australia/South Pacific,Australia,Perth,12,76.9
1842,Australia/South Pacific,Australia,Perth,13,71.6
1843,Australia/South Pacific,Australia,Perth,14,70.3
1844,Australia/South Pacific,Australia,Perth,15,77.4
1845,Australia/South Pacific,Australia,Perth,16,79.2
1846,Australia/South Pacific,Australia,Perth,17,68.6
1847,Australia/South Pacific,Australia,Perth,18,66.2
1848,Australia/South Pacific,Australia,Perth,19,63.9
1849,Australia/South Pacific,Australia,Perth,20,67.1
1850,Australia/South Pacific,Australia,Perth,21,68.0
1851,Australia/South Pacific,Australia,Perth,22,70.4
1852,Australia/South Pacific,Australia,Perth,23,73.9
1853,Australia/South Pacific,Australia,Perth,24,75.4
1854,Australia/South Pacific,Australia,Perth,25,73.7
1855,Australia/South Pacific,Australia,Perth,26,75.3
1856,Australia/South Pacific,Australia,Perth,27,70.5
1857,Australia/South Pacific,Australia,Perth,28,64.9
1858,Australia/South Pacific,Australia,Perth,29,64.2
1859,Australia/South Pacific,Australia,Perth,30,65.7
1860,Australia/South Pacific,Australia,Sydney,1,55.3
1861,Australia/South Pacific,Australia,Sydney,2,52.4
1862,Australia/South Pacific,Australia,Sydney,3,49.1
1863,Australia/South Pacific,Australia,Sydney,4,50.6
1864,Australia/South Pacific,Australia,Sydney,5,53.7
1865,Australia/South Pacific,Australia,Sydney,6,54.0
1866,Australia/South Pacific,Australia,Sydney,7,54.1
1867,Australia/South Pacific,Australia,Sydney,8,55.1
1868,Australia/South Pacific,Australia,Sydney,9,59.6
1869,Australia/South Pacific,Australia,Sydney,10,66.3
1870,Australia/South Pacific,Australia,Sydney,11,66.9
1871,Australia/South Pacific,Australia,Sydney,12,66.4
1872,Australia/South Pacific,Australia,Sydney,13,77.8
1873,Australia/South Pacific,Australia,Sydney,14,81.6
1874,Australia/South Pacific,Australia,Sydney,15,70.1
1875,Australia/South Pacific,Australia,Sydney,16,64.9
1876,Australia/South Pacific,Australia,Sydney,17,67.1
1877,Australia/South Pacific,Australia,Sydney,18,67.9
1878,Australia/South Pacific,Australia,Sydney,19,71.1
1879,Australia/South Pacific,Australia,Sydney,20,74.7
1880,Australia/South Pacific,Australia,Sydney,21,77.1
1881,Australia/South Pacific,Australia,Sydney,22,74.4
1882,Australia/South Pacific,Australia,Sydney,23,76.7
1883,Australia/South Pacific,Australia,Sydney,24,73.7
1884,Australia/South Pacific,Australia,Sydney,25,75.2
1885,Australia/South Pacific,Australia,Sydney,26,67.7
1886,Australia/South Pacific,Australia,Sydney,27,61.4
1887,Australia/South Pacific,Australia,Sydney,28,76.4
1888,Australia/South Pacific,Australia,Sydney,29,83.7
1889,Australia/South Pacific,Australia,Sydney,30,78.3
1890,Australia/South Pacific,New Zealand,Auckland,1,62.3
1891,Australia/South Pacific,New Zealand,Auckland,2,63.4
1892,Australia/South Pacific,New Zealand,Auckland,3,64.7
1893,Australia/South Pacific,New Zealand,Auckland,4,62.3
1894,Australia/South Pacific,New Zealand,Auckland,5,61.8
1895,Australia/South Pacific,New Zealand,Auckland,6,57.6
1896,Australia/South Pacific,New Zealand,Auckland,7,62.8
1897,Australia/South Pacific,New Zealand,Auckland,8,58.9
1898,Australia/South Pacific,New Zealand,Auckland,9,59.5
1899,Australia/South Pacific,New Zealand,Auckland,10,57.7
1900,Australia/South Pacific,New Zealand,Auckland,11,58.0
1901,Australia/South Pacific,New Zealand,Auckland,12,57.9
1902,Australia/South Pacific,New Zealand,Auckland,13,59.8
1903,Australia/South Pacific,New Zealand,Auckland,14,57.8
1904,Australia/South Pacific,New Zealand,Auckland,15,60.2
1905,Australia/South Pacific,New Zealand,Auckland,16,61.1
1906,Australia/South Pacific,New Zealand,Auckland,17,61.9
1907,Australia/South Pacific,New Zealand,Auckland,18,59.2
1908,Australia/South Pacific,New Zealand,Auckland,19,62.1
1909,Australia/South Pacific,New Zealand,Auckland,20,64.0
1910,Australia/South Pacific,New Zealand,Auckland,21,64.3
1911,Australia/South Pacific,New Zealand,Auckland,22,63.1
1912,Australia/South Pacific,New Zealand,Auckland,23,65.2
1913,Australia/South Pacific,New Zealand,Auckland,24,65.2
1914,Australia/South Pacific,New Zealand,Auckland,25,64.8
1915,Australia/South Pacific,New Zealand,Auckland,26,65.6
1916,Australia/South Pacific,New Zealand,Auckland,27,66.3
1917,Australia/South Pacific,New Zealand,Auckland,28,65.8
1918,Australia/South Pacific,New Zealand,Auckland,29,66.2
1919,Australia/South Pacific,New Zealand,Auckland,30,63.9
1920,Europe,Albania,Tirana,1,47.6
1921,Europe,Albania,Tirana,2,48.1
1922,Europe,Albania,Tirana,3,51.0
1923,Europe,Albania,Tirana,4,52.3
1924,Europe,Albania,Tirana,5,51.7
1925,Europe,Albania,Tirana,6,57.2
1926,Europe,Albania,Tirana,7,57.8
1927,Europe,Albania,Tirana,8,56.9
1928,Europe,Albania,Tirana,9,54.4
1929,Europe,Albania,Tirana,10,55.0
1930,Europe,Albania,Tirana,11,56.3
1931,Europe,Albania,Tirana,12,58.9
1932,Europe,Albania,Tirana,13,60.3
1933,Europe,Albania,Tirana,14,56.5
1934,Europe,Albania,Tirana,15,54.4
1935,Europe,Albania,Tirana,16,54.7
1936,Europe,Albania,Tirana,17,53.1
1937,Europe,Albania,Tirana,18,52.5
1938,Europe,Albania,Tirana,19,53.7
1939,Europe,Albania,Tirana,20,47.6
1940,Europe,Albania,Tirana,21,42.7
1941,Europe,Albania,Tirana,22,46.0
1942,Europe,Albania,Tirana,23,46.7
1943,Europe,Albania,Tirana,24,47.3
1944,Europe,Albania,Tirana,25,49.6
1945,Europe,Albania,Tirana,26,55.6
1946,Europe,Albania,Tirana,27,47.7
1947,Europe,Albania,Tirana,28,39.0
1948,Europe,Albania,Tirana,29,46.5
1949,Europe,Albania,Tirana,30,58.0
1950,Europe,Austria,Vienna,1,45.2
1951,Europe,Austria,Vienna,2,49.5
1952,Europe,Austria,Vienna,3,49.8
1953,Europe,Austria,Vienna,4,47.6
1954,Europe,Austria,Vienna,5,50.0
1955,Europe,Austria,Vienna,6,46.8
1956,Europe,Austria,Vienna,7,46.7
1957,Europe,Austria,Vienna,8,46.2
1958,Europe,Austria,Vienna,9,46.3
1959,Europe,Austria,Vienna,10,46.8
1960,Europe,Austria,Vienna,11,45.4
1961,Europe,Austria,Vienna,12,44.6
1962,Europe,Austria,Vienna,13,41.2
1963,Europe,Austria,Vienna,14,39.6
1964,Europe,Austria,Vienna,15,35.4
1965,Europe,Austria,Vienna,16,34.7
1966,Europe,Austria,Vienna,17,40.1
1967,Europe,Austria,Vienna,18,42.8
1968,Europe,Austria,Vienna,19,41.5
1969,Europe,Austria,Vienna,20,41.9
1970,Europe,Austria,Vienna,21,42.8
1971,Europe,Austria,Vienna,22,50.2
1972,Europe,Austria,Vienna,23,38.0
1973,Europe,Austria,Vienna,24,39.5
1974,Europe,Austria,Vienna,25,43.3
1975,Europe,Austria,Vienna,26,40.4
1976,Europe,Austria,Vienna,27,36.7
1977,Europe,Austria,Vienna,28,34.7
1978,Europe,Austria,Vienna,29,34.5
1979,Europe,Austria,Vienna,30,33.5
1980,Europe,Belarus,Minsk,1,34.2
1981,Europe,Belarus,Minsk,2,46.7
1982,Europe,Belarus,Minsk,3,46.6
1983,Europe,Belarus,Minsk,4,43.6
1984,Europe,Belarus,Minsk,5,45.2
1985,Europe,Belarus,Minsk,6,41.1
1986,Europe,Belarus,Minsk,7,43.2
1987,Europe,Belarus,Minsk,8,42.7
1988,Europe,Belarus,Minsk,9,34.2
1989,Europe,Belarus,Minsk,10,40.9
1990,Europe,Belarus,Minsk,11,40.3
1991,Europe,Belarus,Minsk,12,36.4
1992,Europe,Belarus,Minsk,13,34.1
1993,Europe,Belarus,Minsk,14,34.2
1994,Europe,Belarus,Minsk,15,36.2
1995,Europe,Belarus,Minsk,16,40.9
1996,Europe,Belarus,Minsk,17,36.4
1997,Europe,Belarus,Minsk,18,36.0
1998,Europe,Belarus,Minsk,19,33.4
1999,Europe,Belarus,Minsk,20,34.5
2000,Europe,Belarus,Minsk,21,33.3
2001,Europe,Belarus,Minsk,22,32.3
2002,Europe,Belarus,Minsk,23,30.5
2003,Europe,Belarus,Minsk,24,32.8
2004,Europe,Belarus,Minsk,25,34.9
2005,Europe,Belarus,Minsk,26,38.2
2006,Europe,Belarus,Minsk,27,35.8
2007,Europe,Belarus,Minsk,28,31.7
2008,Europe,Belarus,Minsk,29,31.2
2009,Europe,Belarus,Minsk,30,32.0
2010,Europe,Belgium,Brussels,1,49.6
2011,Europe,Belgium,Brussels,2,48.3
2012,Europe,Belgium,Brussels,3,48.6
2013,Europe,Belgium,Brussels,4,51.0
2014,Europe,Belgium,Brussels,5,45.2
2015,Europe,Belgium,Brussels,6,41.5
2016,Europe,Belgium,Brussels,7,37.2
2017,Europe,Belgium,Brussels,8,40.7
2018,Europe,Belgium,Brussels,9,45.4
2019,Europe,Belgium,Brussels,10,47.3
2020,Europe,Belgium,Brussels,11,44.1
2021,Europe,Belgium,Brussels,12,42.0
2022,Europe,Belgium,Brussels,13,42.4
2023,Europe,Belgium,Brussels,14,43.2
2024,Europe,Belgium,Brussels,15,46.9
2025,Europe,Belgium,Brussels,16,47.8
2026,Europe,Belgium,Brussels,17,43.7
2027,Europe,Belgium,Brussels,18,41.2
2028,Europe,Belgium,Brussels,19,41.1
2029,Europe,Belgium,Brussels,20,42.8
2030,Europe,Belgium,Brussels,21,50.2
2031,Europe,Belgium,Brussels,22,51.4
2032,Europe,Belgium,Brussels,23,53.6
2033,Europe,Belgium,Brussels,24,45.4
2034,Europe,Belgium,Brussels,25,39.3
2035,Europe,Belgium,Brussels,26,39.0
2036,Europe,Belgium,Brussels,27,42.8
2037,Europe,Belgium,Brussels,28,40.4
2038,Europe,Belgium,Brussels,29,36.9
2039,Europe,Belgium,Brussels,30,34.9
2040,Europe,Bulgaria,Sofia,1,43.0
2041,Europe,Bulgaria,Sofia,2,41.0
2042,Europe,Bulgaria,Sofia,3,44.7
2043,Europe,Bulgaria,Sofia,4,47.8
2044,Europe,Bulgaria,Sofia,5,44.2
2045,Europe,Bulgaria,Sofia,6,43.5
2046,Europe,Bulgaria,Sofia,7,48.7
2047,Europe,Bulgaria,Sofia,8,49.0
2048,Europe,Bulgaria,Sofia,9,49.5
2049,Europe,Bulgaria,Sofia,10,44.6
2050,Europe,Bulgaria,Sofia,11,47.8
2051,Europe,Bulgaria,Sofia,12,51.4
2052,Europe,Bulgaria,Sofia,13,54.3
2053,Europe,Bulgaria,Sofia,14,51.6
2054,Europe,Bulgaria,Sofia,15,48.6
2055,Europe,Bulgaria,Sofia,16,49.0
2056,Europe,Bulgaria,Sofia,17,47.4
2057,Europe,Bulgaria,Sofia,18,47.9
2058,Europe,Bulgaria,Sofia,19,43.1
2059,Europe,Bulgaria,Sofia,20,37.8
2060,Europe,Bulgaria,Sofia,21,40.5
2061,Europe,Bulgaria,Sofia,22,45.0
2062,Europe,Bulgaria,Sofia,23,40.2
2063,Europe,Bulgaria,Sofia,24,38.0
2064,Europe,Bulgaria,Sofia,25,38.1
2065,Europe,Bulgaria,Sofia,26,39.4
2066,Europe,Bulgaria,Sofia,27,34.3
2067,Europe,Bulgaria,Sofia,28,31.1
2068,Europe,Bulgaria,Sofia,29,20.0
2069,Europe,Bulgaria,Sofia,30,35.9
2070,Europe,Croatia,Zagreb,1,46.6
2071,Europe,Croatia,Zagreb,2,50.9
2072,Europe,Croatia,Zagreb,3,53.2
2073,Europe,Croatia,Zagreb,4,44.8
2074,Europe,Croatia,Zagreb,5,51.2
2075,Europe,Croatia,Zagreb,6,47.8
2076,Europe,Croatia,Zagreb,7,48.2
2077,Europe,Croatia,Zagreb,8,49.0
2078,Europe,Croatia,Zagreb,9,48.8
2079,Europe,Croatia,Zagreb,10,48.1
2080,Europe,Croatia,Zagreb,11,44.4
2081,Europe,Croatia,Zagreb,12,52.6
2082,Europe,Croatia,Zagreb,13,43.1
2083,Europe,Croatia,Zagreb,14,44.0
2084,Europe,Croatia,Zagreb,15,41.2
2085,Europe,Croatia,Zagreb,16,41.8
2086,Europe,Croatia,Zagreb,17,42.4
2087,Europe,Croatia,Zagreb,18,41.8
2088,Europe,Croatia,Zagreb,19,36.1
2089,Europe,Croatia,Zagreb,20,37.4
2090,Europe,Croatia,Zagreb,21,47.7
2091,Europe,Croatia,Zagreb,22,54.2
2092,Europe,Croatia,Zagreb,23,51.7
2093,Europe,Croatia,Zagreb,24,54.0
2094,Europe,Croatia,Zagreb,25,50.2
2095,Europe,Croatia,Zagreb,26,42.9
2096,Europe,Croatia,Zagreb,27,36.3
2097,Europe,Croatia,Zagreb,28,34.5
2098,Europe,Croatia,Zagreb,29,38.2
2099,Europe,Croatia,Zagreb,30,39.0
2100,Europe,Czech Republic,Prague,1,43.5
2101,Europe,Czech Republic,Prague,2,48.5
2102,Europe,Czech Republic,Prague,3,44.4
2103,Europe,Czech Republic,Prague,4,39.7
2104,Europe,Czech Republic,Prague,5,40.6
2105,Europe,Czech Republic,Prague,6,42.3
2106,Europe,Czech Republic,Prague,7,43.5
2107,Europe,Czech Republic,Prague,8,41.4
2108,Europe,Czech Republic,Prague,9,43.8
2109,Europe,Czech Republic,Prague,10,43.0
2110,Europe,Czech Republic,Prague,11,39.5
2111,Europe,Czech Republic,Prague,12,36.7
2112,Europe,Czech Republic,Prague,13,35.8
2113,Europe,Czech Republic,Prague,14,35.5
2114,Europe,Czech Republic,Prague,15,39.1
2115,Europe,Czech Republic,Prague,16,38.5
2116,Europe,Czech Republic,Prague,17,36.6
2117,Europe,Czech Republic,Prague,18,37.0
2118,Europe,Czech Republic,Prague,19,37.5
2119,Europe,Czech Republic,Prague,20,37.0
2120,Europe,Czech Republic,Prague,21,41.3
2121,Europe,Czech Republic,Prague,22,44.6
2122,Europe,Czech Republic,Prague,23,41.8
2123,Europe,Czech Republic,Prague,24,46.2
2124,Europe,Czech Republic,Prague,25,43.3
2125,Europe,Czech Republic,Prague,26,34.6
2126,Europe,Czech Republic,Prague,27,36.1
2127,Europe,Czech Republic,Prague,28,39.3
2128,Europe,Czech Republic,Prague,29,36.9
2129,Europe,Czech Republic,Prague,30,33.7
2130,Europe,Denmark,Copenhagen,1,52.4
2131,Europe,Denmark,Copenhagen,2,49.3
2132,Europe,Denmark,Copenhagen,3,46.7
2133,Europe,Denmark,Copenhagen,4,48.6
2134,Europe,Denmark,Copenhagen,5,48.5
2135,Europe,Denmark,Copenhagen,6,39.9
2136,Europe,Denmark,Copenhagen,7,40.1
2137,Europe,Denmark,Copenhagen,8,44.7
2138,Europe,Denmark,Copenhagen,9,45.3
2139,Europe,Denmark,Copenhagen,10,43.5
2140,Europe,Denmark,Copenhagen,11,41.2
2141,Europe,Denmark,Copenhagen,12,40.3
2142,Europe,Denmark,Copenhagen,13,34.7
2143,Europe,Denmark,Copenhagen,14,40.0
2144,Europe,Denmark,Copenhagen,15,41.8
2145,Europe,Denmark,Copenhagen,16,41.7
2146,Europe,Denmark,Copenhagen,17,41.0
2147,Europe,Denmark,Copenhagen,18,41.1
2148,Europe,Denmark,Copenhagen,19,38.9
2149,Europe,Denmark,Copenhagen,20,35.2
2150,Europe,Denmark,Copenhagen,21,36.5
2151,Europe,Denmark,Copenhagen,22,46.1
2152,Europe,Denmark,Copenhagen,23,48.1
2153,Europe,Denmark,Copenhagen,24,42.2
2154,Europe,Denmark,Copenhagen,25,34.5
2155,Europe,Denmark,Copenhagen,26,38.5
2156,Europe,Denmark,Copenhagen,27,40.1
2157,Europe,Denmark,Copenhagen,28,39.9
2158,Europe,Denmark,Copenhagen,29,35.4
2159,Europe,Denmark,Copenhagen,30,32.5
2160,Europe,Finland,Helsinki,1,29.6
2161,Europe,Finland,Helsinki,2,29.5
2162,Europe,Finland,Helsinki,3,35.1
2163,Europe,Finland,Helsinki,4,44.5
2164,Europe,Finland,Helsinki,5,45.5
2165,Europe,Finland,Helsinki,6,43.8
2166,Europe,Finland,Helsinki,7,36.0
2167,Europe,Finland,Helsinki,8,38.6
2168,Europe,Finland,Helsinki,9,42.4
2169,Europe,Finland,Helsinki,10,43.0
2170,Europe,Finland,Helsinki,11,40.5
2171,Europe,Finland,Helsinki,12,35.7
2172,Europe,Finland,Helsinki,13,34.6
2173,Europe,Finland,Helsinki,14,33.1
2174,Europe,Finland,Helsinki,15,34.4
2175,Europe,Finland,Helsinki,16,36.1
2176,Europe,Finland,Helsinki,17,40.6
2177,Europe,Finland,Helsinki,18,39.8
2178,Europe,Finland,Helsinki,19,37.2
2179,Europe,Finland,Helsinki,20,33.0
2180,Europe,Finland,Helsinki,21,32.4
2181,Europe,Finland,Helsinki,22,32.3
2182,Europe,Finland,Helsinki,23,33.5
2183,Europe,Finland,Helsinki,24,41.9
2184,Europe,Finland,Helsinki,25,36.0
2185,Europe,Finland,Helsinki,26,33.9
2186,Europe,Finland,Helsinki,27,38.8
2187,Europe,Finland,Helsinki,28,37.0
2188,Europe,Finland,Helsinki,29,35.3
2189,Europe,Finland,Helsinki,30,35.7
2190,Europe,France,Paris,1,46.8
2191,Europe,France,Paris,2,49.6
2192,Europe,France,Paris,3,53.3
2193,Europe,France,Paris,4,54.2
2194,Europe,France,Paris,5,46.5
2195,Europe,France,Paris,6,42.7
2196,Europe,France,Paris,7,38.3
2197,Europe,France,Paris,8,41.1
2198,Europe,France,Paris,9,47.1
2199,Europe,France,Paris,10,50.6
2200,Europe,France,Paris,11,52.1
2201,Europe,France,Paris,12,47.0
2202,Europe,France,Paris,13,44.4
2203,Europe,France,Paris,14,43.3
2204,Europe,France,Paris,15,45.3
2205,Europe,France,Paris,16,46.0
2206,Europe,France,Paris,17,47.6
2207,Europe,France,Paris,18,42.5
2208,Europe,France,Paris,19,44.2
2209,Europe,France,Paris,20,45.2
2210,Europe,France,Paris,21,49.8
2211,Europe,France,Paris,22,51.4
2212,Europe,France,Paris,23,55.6
2213,Europe,France,Paris,24,51.6
2214,Europe,France,Paris,25,42.7
2215,Europe,France,Paris,26,40.1
2216,Europe,France,Paris,27,44.9
2217,Europe,France,Paris,28,43.3
2218,Europe,France,Paris,29,37.0
2219,Europe,France,Paris,30,37.1
2220,Europe,France,Bordeaux,1,52.8
2221,Europe,France,Bordeaux,2,59.2
2222,Europe,France,Bordeaux,3,57.2
2223,Europe,France,Bordeaux,4,54.3
2224,Europe,France,Bordeaux,5,48.8
2225,Europe,France,Bordeaux,6,44.1
2226,Europe,France,Bordeaux,7,42.6
2227,Europe,France,Bordeaux,8,48.2
2228,Europe,France,Bordeaux,9,47.0
2229,Europe,France,Bordeaux,10,50.5
2230,Europe,France,Bordeaux,11,55.2
2231,Europe,France,Bordeaux,12,55.5
2232,Europe,France,Bordeaux,13,44.1
2233,Europe,France,Bordeaux,14,41.2
2234,Europe,France,Bordeaux,15,42.7
2235,Europe,France,Bordeaux,16,43.9
2236,Europe,France,Bordeaux,17,47.8
2237,Europe,France,Bordeaux,18,42.9
2238,Europe,France,Bordeaux,19,40.4
2239,Europe,France,Bordeaux,20,43.8
2240,Europe,France,Bordeaux,21,43.4
2241,Europe,France,Bordeaux,22,51.3
2242,Europe,France,Bordeaux,23,57.5
2243,Europe,France,Bordeaux,24,52.9
2244,Europe,France,Bordeaux,25,47.4
2245,Europe,France,Bordeaux,26,43.5
2246,Europe,France,Bordeaux,27,42.8
2247,Europe,France,Bordeaux,28,43.2
2248,Europe,France,Bordeaux,29,39.5
2249,Europe,France,Bordeaux,30,37.5
2250,Europe,Germany,Munich,1,41.3
2251,Europe,Germany,Munich,2,46.8
2252,Europe,Germany,Munich,3,46.7
2253,Europe,Germany,Munich,4,42.7
2254,Europe,Germany,Munich,5,42.0
2255,Europe,Germany,Munich,6,40.9
2256,Europe,Germany,Munich,7,43.5
2257,Europe,Germany,Munich,8,41.7
2258,Europe,Germany,Munich,9,42.9
2259,Europe,Germany,Munich,10,43.1
2260,Europe,Germany,Munich,11,42.7
2261,Europe,Germany,Munich,12,41.2
2262,Europe,Germany,Munich,13,36.6
2263,Europe,Germany,Munich,14,30.9
2264,Europe,Germany,Munich,15,31.0
2265,Europe,Germany,Munich,16,32.6
2266,Europe,Germany,Munich,17,34.8
2267,Europe,Germany,Munich,18,37.5
2268,Europe,Germany,Munich,19,37.1
2269,Europe,Germany,Munich,20,37.2
2270,Europe,Germany,Munich,21,44.7
2271,Europe,Germany,Munich,22,42.7
2272,Europe,Germany,Munich,23,39.6
2273,Europe,Germany,Munich,24,45.8
2274,Europe,Germany,Munich,25,41.0
2275,Europe,Germany,Munich,26,34.5
2276,Europe,Germany,Munich,27,36.9
2277,Europe,Germany,Munich,28,40.3
2278,Europe,Germany,Munich,29,37.5
2279,Europe,Germany,Munich,30,33.1
2280,Europe,Hungary,Budapest,1,44.3
2281,Europe,Hungary,Budapest,2,49.2
2282,Europe,Hungary,Budapest,3,49.0
2283,Europe,Hungary,Budapest,4,41.5
2284,Europe,Hungary,Budapest,5,45.7
2285,Europe,Hungary,Budapest,6,47.3
2286,Europe,Hungary,Budapest,7,45.7
2287,Europe,Hungary,Budapest,8,46.4
2288,Europe,Hungary,Budapest,9,47.3
2289,Europe,Hungary,Budapest,10,47.6
